time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,1.37155,3.4925,5.88674,4.54694,3.17169,3.25721,4.56533,4.41924,3.97009,4.48154,2.24159,0.447877,7.29511,17.7877,6.1959,7.4565,0.5636,5.83847,4.46897,13.5948,3.85396,3.6635,0.428683,11.2346,6.04827,2.83747,3.62667,6.80783,4.166,2.54677,14.6423,2.65943,2.90103,0.432565,1.23201,16.6128,0.484286,2.67953,17.7077,1.71336,16.8894,5.98222,11.3336,2.3509,5.77902,7.25164,2.9633,3.61333,15.6608,4.52959
1.002,1.63022,3.7445,5.83847,4.53316,3.39547,3.39335,4.58802,4.34956,3.7355,4.66169,2.52355,0.470807,6.98966,17.8166,6.22462,6.96449,0.567207,5.74975,4.36292,13.6344,3.64985,3.8975,0.486923,11.4552,5.67069,2.77587,3.5105,6.81292,4.26943,2.71754,14.728,2.65242,2.97405,0.647628,1.08201,16.7068,0.386404,2.60912,17.9751,1.66038,16.8554,5.95538,11.3391,2.17622,5.52462,7.37852,2.9728,3.3408,15.7936,4.44724
1.004,1.91014,3.91459,5.68615,4.52959,3.29739,2.97705,4.65203,4.28615,3.65297,4.65481,2.74992,0.469674,7.25178,17.6987,6.25267,6.83131,0.55743,5.78694,4.36626,13.723,3.65297,4.02009,0.410311,11.3391,5.98007,2.5816,3.4475,6.81943,4.51528,2.96302,14.5981,2.85667,2.93127,0.817613,1.09187,16.6708,0.304494,2.52841,18.13,1.71111,16.8419,5.84295,9.96645,2.17083,5.58813,8.28832,2.97458,3.43311,15.6898,4.44533
1.006,1.92461,4.0565,5.71386,4.53588,3.4025,2.82076,4.69062,3.98663,3.6471,4.77218,2.9728,0.512229,6.98117,17.6838,6.54769,6.44291,0.550223,5.58288,4.19875,13.8078,3.9155,4.07,0.469674,11.798,5.82368,2.70656,3.34925,6.83081,4.5481,2.99846,14.6799,2.94131,2.96333,0.875378,1.12828,16.6461,0.244126,2.27375,17.1956,1.68976,17.5005,5.98591,9.27986,1.89545,5.53237,10.783,2.96731,3.08361,15.8186,4.36398
1.008,2.15368,4.13149,5.77535,4.55467,3.2818,2.7716,4.78492,4.12519,3.66067,4.77505,3.47407,0.502747,6.83679,17.6375,6.76776,5.92984,0.526484,5.47076,4.20615,13.8623,4.09333,4.175,0.54151,12.0305,5.96929,2.72468,3.08168,6.78,4.68632,3.07258,14.5124,3.3817,2.84933,1.07968,1.06041,16.5765,0.34747,2.35886,17.7148,1.87728,16.7827,5.9087,9.32757,1.52979,5.49387,10.8215,2.94658,2.99636,15.5343,4.20698
1.01,2.6393,4.33478,5.62809,4.56168,3.23533,2.72607,4.67065,4.2059,3.55841,4.77154,3.6446,0.533456,7.10757,17.5653,6.80308,5.64872,0.675747,5.3354,4.13372,13.7951,4.32057,4.19603,0.576985,12.8621,5.77902,2.94192,2.82886,6.80957,4.75813,3.39547,14.2374,3.27746,2.80879,1.14764,1.0325,16.5778,0.327846,2.26275,17.9895,1.70786,16.7566,5.92984,8.61843,1.46945,5.21492,11.1947,2.96302,2.94167,14.7687,4.07513
1.012,2.80533,4.48731,5.14466,4.57627,3.29281,2.66844,4.70723,4.444,3.5375,4.79971,3.82559,0.553927,7.22865,17.5005,6.80229,5.32069,0.710177,4.857,4.06532,14.0441,4.45499,4.166,0.58419,13.4197,5.94994,3.16836,2.70467,6.81896,4.83515,3.60891,14.1532,3.4925,2.75763,1.23162,1.10283,16.2985,0.357217,2.32842,16.9234,1.77093,16.635,6.30049,8.39936,1.42327,5.23472,11.8148,2.99937,2.69616,14.5448,4.10276
1.014,2.85944,4.51295,5.25538,4.64062,3.32584,2.61649,4.57193,4.54528,3.62942,4.77769,3.93237,0.506043,7.80108,17.1616,6.80261,4.87781,0.7625,4.78038,4.13478,14.1908,4.64062,4.14,0.533456,13.7269,5.88662,3.27079,2.38647,6.81739,5.02499,3.7985,13.8494,3.67056,2.76146,1.12735,0.9975,15.8836,0.409775,2.16228,16.8612,1.58612,16.5065,6.192,8.67895,1.61434,5.05207,12.274,3.0722,2.57128,14.4803,4.21672
1.016,3.21438,4.52492,4.76046,4.62089,3.5375,2.64551,4.60049,4.6883,3.59467,4.82837,3.8705,0.460797,7.22507,17.4548,6.81217,4.83931,0.772065,4.75565,4.12353,14.1408,5.84769,4.06946,0.530997,14.0768,6.08096,3.33211,2.35295,6.81652,5.301,3.88399,13.723,3.70458,2.73289,1.00367,0.8975,15.7211,0.40469,2.29213,16.8554,1.39685,16.4559,6.00923,9.24143,1.8073,5.07594,12.757,3.03518,2.42386,14.4076,4.07482
1.018,3.5735,4.47471,4.73924,4.51327,3.72864,2.6343,4.52629,4.74091,3.67479,4.82827,3.69167,0.415849,7.32405,17.1108,6.80957,4.6739,0.965122,4.84778,4.2079,14.0729,6.15489,3.66067,0.502747,14.2827,6.0025,3.63223,2.21667,6.8336,5.07594,3.7895,13.5931,3.79496,2.70898,1.02575,1.057,15.6809,0.466803,2.17083,16.8363,1.44426,16.7491,6.0061,10.4863,1.91336,5.41692,13.1242,3.03947,2.36042,14.385,4.11931
