time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,3.95389,2.21564,17.922,3.22998,1.55401,14.755,2.64336,3.03223,2.51013,3.14095,0.551331,4.04705,2.40088,2.1477,2.61598,3.24363,0.651689,0.723956,2.5,1.44572,2.47955,1.36732,1.73109,10.3396,3.31556,1.83912,1.11345,0.0841556,9.57605,3.35467,0.186458,1.19442,2.5353,4.94835,0.186591,2.45708,2.28267,1.10537,0.559766,2.85213,2.04092,6.48119,1.72964,4.72667,1.67685,7.46439,4.42466,0.755291,1.07,1.86973
1.002,4.20224,2.21333,17.9085,3.22291,1.60667,13.8756,2.65931,3.03301,2.50908,3.17436,0.57682,4.26955,2.36815,2.14572,2.63575,3.17,0.694516,0.735753,2.50133,1.3507,2.47125,1.41321,1.74,10.1652,3.30906,1.84197,1.13466,0.0941919,9.77633,3.29541,0.192,1.16286,2.53239,4.93773,0.186149,2.44794,2.35352,1.1129,0.569035,2.85679,2.01667,6.48238,1.74,4.75158,1.74761,7.55129,4.47674,0.770333,1.0254,1.83719
1.004,4.33159,2.21746,17.9004,3.23859,1.65759,13.4537,2.67256,3.03545,2.49935,3.17901,0.604251,4.40017,2.3685,2.12967,2.64975,3.09688,0.745616,0.740431,2.51749,1.29128,2.45,1.44741,1.74533,9.91268,3.30899,1.83187,1.15967,0.0953983,9.88925,3.23846,0.199852,1.14515,2.5325,4.90797,0.170143,2.45436,2.39274,1.10541,0.568179,2.82333,1.97067,6.49429,1.7664,4.76384,1.79736,7.82099,4.53669,0.758136,0.998182,1.8147
1.006,4.41873,2.20046,17.8824,3.24826,1.70747,12.9632,2.70967,3.02908,2.496,3.18214,0.63073,4.50923,2.36495,2.12694,2.65368,3.03764,0.815342,0.750996,2.52199,1.23608,2.43368,1.49538,1.77175,9.54809,3.32844,1.84021,1.19557,0.111135,9.95992,3.18214,0.193699,1.13218,2.55766,4.87538,0.164789,2.4773,2.4187,1.1138,0.53857,2.81286,1.94884,6.49071,1.78974,4.77073,1.88133,7.88275,4.63297,0.75788,0.940599,1.80637
1.008,4.49815,2.18895,17.8773,3.25485,1.7262,12.1753,2.732,3.03355,2.49617,3.18179,0.662637,4.63344,2.36443,2.12661,2.63667,3.01175,0.860621,0.760635,2.52533,1.15018,2.39733,1.54288,1.78164,9.2763,3.33796,1.8394,1.23027,0.122527,10.1489,3.14919,0.19418,1.15201,2.62276,4.83926,0.173682,2.4754,2.42133,1.11576,0.511948,2.7871,1.90553,6.48833,1.79048,4.7747,1.97544,7.93413,4.6673,0.751962,0.879847,1.79193
1.01,4.57218,2.16154,17.875,3.27868,1.76338,11.5646,2.7685,3.03705,2.5262,3.18721,0.673184,4.71059,2.37,2.14238,2.63789,2.96,0.942308,0.80164,2.53145,1.10233,2.37441,1.61574,1.79712,8.70454,3.38,1.83561,1.24869,0.129676,10.289,3.13451,0.202777,1.1801,2.67871,4.79538,0.145385,2.50002,2.42727,1.1405,0.492001,2.78877,1.88103,6.48714,1.79377,4.77384,2.04574,7.98935,4.71059,0.757326,0.822185,1.77539
1.012,4.72299,2.11537,17.8729,3.27277,1.75954,11.0154,2.77149,3.03696,2.52652,3.20818,0.654607,4.7572,2.38523,2.16719,2.6175,2.91787,1.01994,0.829498,2.54267,1.07,2.343,1.65759,1.812,8.35431,3.38603,1.83281,1.27547,0.131655,10.3588,3.11174,0.219,1.22571,2.74156,4.77692,0.143705,2.48949,2.4188,1.133,0.485,2.78009,1.85932,6.47524,1.806,4.77322,2.12513,8.28311,4.72587,0.771686,0.752403,1.73672
1.014,4.76384,2.08957,17.8403,3.29194,1.75731,10.8177,2.8269,3.04109,2.536,3.23333,0.633829,4.76411,2.38636,2.18806,2.58041,2.89408,1.10709,0.824723,2.57917,1.00901,2.31697,1.68409,1.81736,8.02318,3.4133,1.80424,1.29041,0.139923,10.3723,3.10486,0.212048,1.2521,2.79586,4.76129,0.136973,2.50082,2.38871,1.14925,0.47712,2.7867,1.82774,6.47793,1.82829,4.77364,2.17883,8.59563,4.72396,0.789685,0.699121,1.71238
1.016,4.76556,2.03459,17.8795,3.30352,1.7819,10.5433,2.84837,3.0472,2.54267,3.23599,0.617456,4.78183,2.38175,2.24734,2.55766,2.87095,1.18542,0.839688,2.60604,0.965382,2.28681,1.69753,1.81361,7.88275,3.43067,1.79,1.28064,0.148901,10.3796,3.08948,0.215891,1.28273,2.86704,4.71416,0.147065,2.5204,2.34414,1.17304,0.49549,2.81262,1.81294,6.48623,1.85978,4.76944,2.22604,8.8679,4.73129,0.79805,0.669981,1.68463
1.018,4.76861,1.96324,17.8803,3.3065,1.77867,10.3964,2.8847,3.04855,2.55158,3.24598,0.612304,4.7813,2.387,2.28818,2.547,2.85905,1.26147,0.84623,2.62995,0.917072,2.28009,1.7087,1.80476,7.39765,3.44687,1.77175,1.25,0.154491,10.4944,3.07281,0.211026,1.29041,2.94464,4.68825,0.160072,2.53306,2.29488,1.20417,0.523792,2.82214,1.79458,6.47582,1.88625,4.76436,2.24348,9.03126,4.76058,0.806,0.631,1.66129
