time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,3.99418,2.87813,3.78827,3.36708,2.47191,1.9472,3.752,0.374561,5.86487,0.574512,3.72138,1.11765,2.2057,3.74589,5.19981,2.11668,3.2459,1.43844,2.34207,1.43714,4.01085,0.494011,3.64322,5.47833,1.29483,1.17378,5.40323,1.46569,2.35135,4.99565,3.88686,5.09409,6.40413,3.13675,2.38132,5.24672,3.52815,1.11365,6.40152,5.31305,4.49427,5.9841,7.44125,5.32539,4.80658,3.9188,0.589842,3.68609,3.61223,2.83075
1.002,3.9997,2.82182,3.69638,3.45371,2.43073,2.00886,3.75754,0.393191,5.93292,0.60292,3.61724,1.12111,2.1479,3.68988,5.1616,2.00551,3.11916,1.43323,2.34091,1.43684,3.98182,0.452134,3.55842,5.54648,1.19728,1.06772,5.37205,1.45146,2.36396,5.07037,3.84792,4.96701,6.41065,3.229,2.42908,5.29595,3.62763,1.08613,6.42008,5.3745,4.55824,6.01561,7.46239,5.27482,4.85947,3.78759,0.548427,3.74741,3.50875,2.80639
1.004,4.05029,2.78369,3.63879,3.58453,2.40607,2.05983,3.77617,0.396129,6.03642,0.595967,3.536,1.10629,2.09054,3.66865,5.15812,1.87835,3.09407,1.40022,2.33655,1.40251,3.9329,0.435363,3.48019,5.55591,1.11175,0.972286,5.32328,1.48652,2.3515,5.10029,3.80816,4.89068,6.42298,3.3004,2.50461,5.35573,3.71394,1.06923,6.41978,5.56702,4.54304,6.03684,7.45125,5.19981,4.93034,3.70085,0.505031,3.73882,3.39102,2.77323
1.006,4.04834,2.75009,3.55882,3.69925,2.3905,2.08081,3.78759,0.385734,6.0739,0.612046,3.41023,1.11053,2.06176,3.66184,5.09423,1.64536,3.00127,1.36517,2.33648,1.35232,3.91771,0.420521,3.22943,5.57201,1.07722,0.916066,5.1588,1.50904,2.32557,5.12648,3.80792,4.84015,6.43021,3.34847,2.5843,5.32337,3.80282,1.12148,6.43189,5.58196,4.55009,6.07994,7.46776,5.23825,4.95711,3.6637,0.464426,3.74766,3.35341,2.74014
1.008,3.96931,2.69412,3.48894,3.79667,2.38985,2.13832,3.80743,0.393498,6.22029,0.672081,3.27724,1.10683,2.07044,3.65253,5.0528,1.43604,2.98029,1.3098,2.32955,1.33721,3.89809,0.415541,2.95213,5.58239,1.05107,0.767333,5.0919,1.48375,2.21263,5.08248,3.81701,4.81203,6.43474,3.43169,2.68369,5.32944,3.86667,1.13192,6.41717,5.66726,4.64088,6.08659,7.4646,5.2101,4.99525,3.59446,0.432962,3.68182,3.30424,2.76824
1.01,3.91066,2.65657,3.42159,3.89667,2.46708,2.24373,3.80383,0.37617,6.22483,0.670685,3.15725,1.10101,2.06459,3.6155,5.00326,1.26246,3.05524,1.22694,2.34293,1.33878,3.81829,0.438338,2.78349,5.60484,1.02968,0.686593,4.99125,1.48022,2.1196,5.07514,3.838,4.80062,6.43189,3.51166,2.76025,5.30971,3.83256,1.16307,6.41587,5.69661,4.60171,6.04854,7.44875,5.24649,4.99265,3.59758,0.373423,3.60042,3.42057,2.76567
1.012,3.78058,2.59076,3.32114,4.00676,2.50603,2.30712,3.8023,0.358121,6.22055,0.639426,2.98259,1.08552,2.10413,3.5911,5.02716,1.16081,3.18637,1.16543,2.36763,1.31738,3.68516,0.437901,2.66394,5.53386,0.944516,0.586054,4.91567,1.52001,2.01845,5.0718,3.83594,4.80957,6.4318,3.61724,2.8196,5.21305,3.85297,1.20705,6.347,5.70855,4.61209,5.96724,7.43625,5.24296,5.02702,3.53897,0.302109,3.47373,3.52027,2.72721
1.014,3.66554,2.49516,3.16438,4.15703,2.559,2.34514,3.82329,0.384681,6.23373,0.594875,2.85354,1.03852,2.11989,3.6154,4.99565,1.08022,3.22022,1.13417,2.41485,1.33319,3.54606,0.452418,2.57088,5.45467,0.976511,0.535855,4.82729,1.44771,1.94845,5.01996,3.80412,4.86755,6.42008,3.70422,2.90574,5.17996,3.85375,1.28429,6.2484,5.67818,4.60712,5.90314,7.42625,5.31305,5.0678,3.52934,0.28784,3.32966,3.6284,2.73365
1.016,3.57123,2.43622,3.03439,4.30481,2.5597,2.44581,3.83,0.384713,6.2205,0.584244,2.75675,1.03674,2.16199,3.59256,5.00252,0.988635,3.23724,1.06879,2.49264,1.38396,3.45568,0.425161,2.54156,5.3959,0.933333,0.502875,4.79245,1.38951,1.88657,4.94438,3.75816,4.96557,6.39051,3.752,2.95875,5.144,3.81484,1.29459,6.21838,5.55493,4.54743,5.77644,7.43375,5.26089,5.12229,3.51051,0.302282,3.19125,3.72993,2.72862
1.018,3.44197,2.36969,2.86562,4.43546,2.63576,2.47967,3.82092,0.357036,6.19207,0.557581,2.6835,1.02099,2.18655,3.62552,4.9426,0.993754,3.272,1.03723,2.62221,1.40972,3.26112,0.411878,2.5104,5.29595,0.930769,0.484447,4.754,1.33194,1.79689,4.83698,3.72705,5.03972,6.39412,3.80218,2.90767,5.07771,3.74828,1.30074,5.97951,5.47374,4.55531,5.62394,7.42059,5.21589,5.13076,3.50976,0.297445,3.05813,3.83256,2.69418
