time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0.00235332,0.02,0,0,0.02,0.01,0.02,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01
1.002,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0.000446652,0.02,0,0,0.02,0.01,0.02,0.02,0.0041791,0.01,0,0.01,0.01,0.01,0.01,0.01
1.004,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,2.6341e-05,0.02,0,0,0.02,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.006,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.02,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.008,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.0200048,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.02,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.012,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.0200473,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.014,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.0200472,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.016,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.0200152,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
1.018,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0,0.01,0.02,0,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0,0.02,0,0.02,0,0,0.0200586,0.01,0.02,0.02,0,0.01,0,0.01,0.01,0.01,0.01,0.01
