time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,10.7867,8.34,3.15578,0.630618,0.390107,0.268428,4.99294,0.309259,0.80319,2.90877,0.386172,3.04213,1.49717,2.83933,11.746,10.899,0.567551,0.788752,1.041,2.18,0.790144,1.88656,9.22,6.3556,0.366621,3.92827,1.25478,3.6216,0.187473,2.17798,1.17999,5.06802,0.258706,1.29749,0.362399,10.9206,2.15562,0.417,1.68954,0.381057,0.378216,1.00664,10.8287,2.83005,9.70201,2.56728,5.12639,2.05467,0.540568,6.43714
1.002,10.8032,8.02192,3.14114,0.77,0.356711,0.292967,5.03857,0.323933,0.892396,2.9563,0.411863,2.98511,1.67477,2.97073,11.7683,11.1762,0.526825,0.84875,1.02419,2.17836,0.921471,1.87778,9.08667,6.20441,0.325224,4.09443,1.25429,3.27052,0.213846,2.17817,1.19493,5.06631,0.24841,1.29599,0.388383,10.922,2.23978,0.467255,1.56227,0.30129,0.421,1.04833,10.7266,2.91934,9.71702,2.46425,5.26966,1.92848,0.592045,6.41385
1.004,10.5956,6.87237,3.10141,0.614994,0.265222,0.33315,4.91231,0.322803,0.876977,2.93782,0.540568,2.94425,1.96158,3.00655,11.7183,10.8649,0.565782,0.918318,1.06611,2.18,0.915055,1.9741,9.14034,6.11122,0.316438,4.01313,1.16591,3.13756,0.196264,2.17043,1.08393,5.05575,0.287323,1.27069,0.383817,10.903,2.71539,0.572857,1.58661,0.301758,0.396889,1.09769,10.75,3.00698,9.66371,2.38678,5.3045,1.85824,0.578534,6.18134
1.006,10.4442,6.68675,3.23778,0.752519,0.283866,0.379472,4.90515,0.357898,0.844698,3.00655,0.546328,2.99623,1.89095,3.27422,11.954,10.8079,0.467371,0.836239,1.06631,1.90144,0.943374,1.90554,8.87333,5.91641,0.240344,3.87935,1.08251,3.02665,0.222827,2.17836,1.22769,4.90515,0.298604,1.3191,0.409,10.9187,2.81947,0.514849,1.62263,0.275258,0.370538,0.994692,10.6348,2.99546,9.64667,2.4338,5.20831,1.65026,0.636089,6.31907
1.008,10.4034,6.6828,3.27144,0.938,0.278571,0.372678,4.05387,0.355907,0.646811,3.04213,0.46264,2.83667,2.15638,3.41007,11.8121,10.8169,0.46665,0.77,1.06145,1.92156,0.996649,1.91029,9.03886,5.7788,0.237846,3.56629,1.0303,3.10077,0.241697,2.17226,1.25473,4.86925,0.310994,1.24857,0.475282,10.9105,3.35738,0.472482,1.55339,0.377763,0.329121,0.9798,10.4976,2.93938,9.98355,2.40348,5.2259,1.88322,0.763782,6.4022
1.01,9.9651,6.67561,3.21507,0.922114,0.263306,0.336552,3.81793,0.379079,0.641444,3.08402,0.445645,2.75639,2.26941,3.69564,10.798,10.6092,0.50944,0.868484,1.05586,1.74135,0.962146,1.88343,8.58,5.68068,0.208706,3.82067,1.01258,3.30749,0.245065,2.18,1.10851,4.89385,0.271391,1.26715,0.625246,10.9245,3.45119,0.440272,1.43848,0.389289,0.292229,0.915714,10.7047,2.99623,9.99333,2.47134,5.38275,1.89095,0.700626,6.3789
1.012,9.86,6.66588,3.07656,0.967823,0.20066,0.360658,3.75496,0.395424,0.691838,3.14114,0.391189,2.54172,2.42083,3.98474,10.8352,10.5359,0.468525,0.987403,1.06352,1.96152,1.13027,2.05467,8.55333,5.58906,0.258715,3.60322,1.03649,3.50831,0.202036,2.25926,0.923337,4.78078,0.340921,1.24549,0.73204,10.9287,3.28333,0.601098,1.43065,0.35574,0.303934,0.891395,10.5471,2.8852,10.2604,2.47455,5.29027,1.72716,0.600561,6.34347
1.014,9.91333,6.67501,3.00655,0.986379,0.261506,0.351995,3.7622,0.322855,0.70592,3.03024,0.367562,2.21848,2.3124,3.53146,10.8472,10.6134,0.443807,1.041,0.9945,1.5169,1.17183,2.18,8.60796,5.33295,0.238252,3.61934,0.998702,3.47763,0.227759,2.26502,1.041,4.93077,0.375424,1.2312,0.806752,10.9171,2.87636,0.555919,1.38731,0.336974,0.304218,0.8925,10.2854,2.60524,10.2322,2.39141,5.24061,1.88343,0.68871,6.11122
1.016,9.72624,6.58857,3.00698,1.2367,0.277751,0.323368,3.62171,0.330328,0.63,3.05361,0.319772,2.18448,2.19717,3.65867,10.8948,10.647,0.455794,0.984643,0.850684,1.56227,1.16689,2.18,8.79758,5.62778,0.327763,3.01918,1.06977,3.32263,0.192689,2.17979,1.29671,4.78158,0.317743,1.16227,0.751872,10.9242,3.02825,0.753452,1.25918,0.261835,0.28689,0.86625,10.2024,2.51873,10.2476,2.51225,5.28315,2.14579,0.664194,6.24117
1.018,9.36527,6.50703,3.06508,1.19493,0.299992,0.338621,3.71893,0.358026,0.46264,3.06508,0.267759,2.18,2.26051,4.08757,10.9075,10.7398,0.399771,0.994692,0.901801,1.65019,1.03367,2.20187,8.71333,5.61752,0.371184,2.89849,0.979826,3.19659,0.246614,2.30418,1.23534,4.54068,0.260856,1.25887,0.790779,10.9225,3.14051,0.66871,1.24945,0.246614,0.303507,0.908511,10.3698,2.39141,10.2961,2.4294,5.21128,2.07156,0.535714,6.24032
