time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,0,0.00573333,0.01,0,0.01,0.00478992,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00344538,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.002,0,0.00546218,0.01,0,0.01,0.0054098,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00327731,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.004,0,0.00484327,0.01,0,0.01,0.00529412,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00310924,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.006,0,0.00500562,0.01,0,0.01,0.00545823,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0100458,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00294118,0.01,0,0.01,0,0,0.01,0.0100022,0.01,0.01,0,0.01
1.008,0,0.00428571,0.01,0,0.01,0.00495798,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0102806,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00284031,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.01,0,0.00408752,0.01,0,0.01,0.00445378,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0108392,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.0026596,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.012,0,0.0044,0.01,0,0.01,0.00372621,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0107072,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00258204,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.014,0,0.00466667,0.01,0,0.01,0.00386667,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0103704,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00241564,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.016,0,0.00646569,0.01,0,0.01,0.00462185,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0100982,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00210084,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.018,0,0.0074678,0.01,0,0.01,0.00327731,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.0100461,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00203682,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.02,0,0.00697479,0.01,0,0.01,0.00137875,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00188352,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.022,0,0.00861102,0.01,0,0.01,0.00160831,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00181282,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.024,0,0.01,0.01,0,0.01,0.00344538,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00142518,0.01,0,0.01,0,0,0.01,0.01,0.01,0.01,0,0.01
1.026,0,0.01,0.01,0,0.01,0.00210084,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.00105592,0.01,0,0.01,1.16692e-05,0,0.01,0.0099864,0.01,0.01,0,0.01
1.028,0,0.01,0.01,0,0.01,0.0016595,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.00974925,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.000936932,0.01,0,0.01,3.96754e-05,0,0.01,0.00999084,0.01,0.01,0,0.01
1.03,0,0.01,0.01,0,0.01,0.00188352,0,0.01,0,0.01,0,0.01,0,0.01,0.01,0.00781513,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0.01,0,0,0.01,0,0.01,0,0.01,0.01,0.000571467,0.01,0,0.01,0,0,0.01,0.00998521,0.01,0.01,0,0.01
