time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,0.882442,0.922171,2.01636,11.5364,0,1.0577,4.45273,0.629941,0.00897224,0.761015,0.425056,0.681846,11.298,1.39276,0.551981,3.03078,1.11859,2.99262,0.423261,1.09014,10.1911,5.49217,0.744675,1.28936,4.90745,1.77662,0.188561,0.483954,3.19429,1.6482,4.00797,0.597541,4.69426,1.6997,1.52996,1.0602,3.70169,1.17717,2.5911,0.0085042,0.401914,0.428202,1.08942,1.3052,0.000856994,1.43454,3.53922,0.797744,1.60792,3.43908
1.002,0.888161,0.86202,2.06217,11.5086,-9.93503e-05,1.0625,4.58833,0.600597,0.00952357,0.669014,0.431348,0.656779,11.4292,1.44171,0.516257,3.08574,1.14325,3.09964,0.409029,1.08083,10.2756,5.48525,0.662866,1.20101,5.00264,1.81301,0.119766,0.47706,3.27583,1.70724,4.10641,0.653422,4.7298,1.58867,1.5992,0.990848,3.80136,1.17226,2.721,0.00995147,0.414475,0.462809,1.10177,1.38472,0.0085042,1.52996,3.27784,0.721114,1.60416,3.05082
1.004,0.866667,0.902232,2.05989,11.5651,6.0208e-05,1.05529,4.56663,0.626114,0.01,0.575224,0.520762,0.737333,11.4335,1.42724,0.520762,3.02559,1.16509,3.18762,0.459451,1.10499,10.2918,5.45893,0.577016,1.21743,5.03607,1.76276,0.20248,0.426346,3.37068,1.70398,4.13992,0.702749,4.82319,1.54075,1.66525,0.954907,3.98272,1.16175,2.78679,0.00897224,0.440787,0.516257,1.10048,1.33171,0.00706897,1.65449,3.14915,0.649725,1.55382,2.92458
1.006,0.840269,0.840604,2.05913,11.5447,0.000407844,1.00684,4.55604,0.584,0.01,0.544791,0.549765,0.711467,11.4048,1.4884,0.528787,2.76302,1.14386,3.26572,0.478401,1.0858,10.2386,5.48944,0.505129,1.15052,5.00442,1.76298,0.17,0.312596,3.45773,1.71546,4.45273,0.711467,4.93471,1.45538,1.71,0.999485,4.10641,1.14264,2.87588,0.00284824,0.512198,0.571112,1.06514,1.24676,0.00614339,1.71406,3.06742,0.575224,1.52307,2.91518
1.008,0.765714,0.801638,2.10583,11.6473,0.000103996,1.11876,4.5475,0.549765,0.01,0.540837,0.639677,0.626647,11.3718,1.35956,0.552589,2.7644,1.16244,3.34593,0.449397,1.01021,10.2978,5.46891,0.605489,1.14854,4.9983,1.8723,0.103093,0.190692,3.42059,1.66962,4.50457,0.74773,5.04372,1.39572,1.69621,1.01528,4.12049,1.14127,3.00967,0.00811534,0.630938,0.617221,1.03417,1.19966,0.000476428,1.73467,2.96383,0.479696,1.4475,2.95957
1.01,0.798667,0.78294,2.18123,11.6567,0,1.16446,4.39199,0.401914,0.01,0.588346,0.629651,0.613939,11.3734,1.32694,0.549765,2.75568,1.16734,3.326,0.409326,0.953302,10.3484,5.45759,0.627042,1.08547,4.96596,1.88068,0.0884047,0.149347,3.47553,1.70405,4.65336,0.823358,5.07024,1.40049,1.71387,0.991462,4.20977,1.19617,3.14026,9.43814e-05,0.751769,0.714308,1.04867,1.11826,2.50351e-05,1.8254,2.90969,0.451171,1.48986,2.97251
1.012,0.792525,0.718884,2.17975,11.7033,9.43814e-05,1.21743,4.20429,0.320148,0.010502,0.630938,0.613939,0.605027,11.3912,1.23068,0.60082,2.40373,1.15778,3.33113,0.48401,0.843755,10.3801,5.44956,0.676716,1.07417,4.91801,1.98629,0.124387,0.145668,3.52409,1.80252,4.66674,0.794371,5.06221,1.4523,1.67002,1.0163,4.20429,1.20397,3.27104,0.000856994,0.775833,0.779692,1.04371,1.07825,0.000103996,1.89491,2.88489,0.354585,1.4712,3.22698
1.014,0.7725,0.699166,2.23073,11.7513,0.0088068,1.3037,4.1361,0.216594,0.0100042,0.703061,0.654299,0.70209,11.2605,1.24152,0.651343,2.3201,1.13797,3.25553,0.530466,0.828865,10.514,5.43507,0.751769,1.07784,4.90064,1.99617,0.213594,0.20651,3.56701,1.8946,4.6627,0.814216,5.13518,1.53494,1.62508,1.01993,4.36722,1.22784,3.37989,6.0208e-05,0.733782,0.797744,1.06159,1.06657,0,1.98629,2.85886,0.401914,1.41602,3.42718
1.016,0.85048,0.640145,2.30582,11.7368,0.010041,1.36651,4.06099,0.0884047,0.0357766,0.785776,0.597541,0.662061,11.1454,1.25056,0.770833,2.17196,1.14854,3.39641,0.526792,0.809677,10.5597,5.403,0.775833,1.0468,4.81865,1.97752,0.257766,0.201664,3.61195,1.97392,4.69981,0.86202,5.09966,1.48664,1.63765,1.03917,4.54109,1.34124,3.47553,1.1683e-05,0.774167,0.909947,1.07825,1.00957,9.43814e-05,2.0713,2.63198,0.345298,1.46335,3.71066
1.018,0.752806,0.627042,2.27705,11.7765,0.019591,1.51013,4.05068,0.00952357,0.01,0.824491,0.582133,0.799833,11.0763,1.46335,0.82349,2.068,1.20116,3.42718,0.571112,0.827623,10.5974,5.39693,0.791016,0.986221,4.79034,1.99736,0.262825,0.214097,3.61749,1.92265,4.70247,0.880648,5.16866,1.52853,1.56598,1.02189,4.58701,1.51158,3.64389,0,0.854834,0.949081,1.0858,0.968025,0.01,2.13681,2.43107,0.378957,1.49396,3.89706
