time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,1.89567,1.45643,2.15666,1.54161,3.41375,2.79295,2.33813,1.52456,0.216496,2.39777,1.59563,0.298848,3.42394,2.23407,3.17647,3.29489,1.30702,2.05596,3.34855,3.47057,1.7786,6.09522,3.06614,0.124667,0.595334,1.30702,1.9601,3.40584,0.263387,3.08375,1.84845,2.00503,3.56711,1.44445,3.04806,1.45307,1.4764,1.98272,0.0258663,0.549846,2.60222,0.317662,0.114,2.59388,2.38111,2.24803,2.34611,1.05312,0.346613,3.57332
1.002,1.89099,1.48067,2.0994,1.52735,3.42623,2.80191,2.36112,1.47371,0.315369,2.38889,1.66238,0.310614,3.41342,2.24547,3.14222,3.31084,1.42088,2.03475,3.34161,3.48349,1.81397,6.12787,3.05217,0.15183,0.64285,1.31989,1.96781,3.4282,0.29898,3.01043,1.8185,1.98381,3.561,1.46102,3.10435,1.49379,1.46634,1.97988,0.0306074,0.577485,2.66562,0.313043,0.12275,2.72248,2.34421,2.23691,2.35,1.07535,0.321648,3.52825
1.004,1.87899,1.53137,2.20959,1.51026,3.42803,2.84872,2.35596,1.48956,0.35903,2.45318,1.78033,0.301334,3.41632,2.23381,3.16928,3.2501,1.4115,2.04382,3.31084,3.46098,1.83755,6.07949,3.01279,0.144468,0.754,1.40726,2.0087,3.43018,0.264416,2.88941,1.70795,1.95994,3.58233,1.52225,3.09365,1.51323,1.47034,1.94951,0.0579434,0.540623,2.72248,0.32443,0.113628,2.83147,2.28778,2.15666,2.35079,0.982697,0.319827,3.58568
1.006,1.87815,1.61637,2.24058,1.47034,3.41865,2.97663,2.3325,1.4764,0.364148,2.455,1.85359,0.306021,3.41249,2.20959,3.16271,3.22389,1.44368,2.0592,3.29898,3.48277,1.8185,6.0003,2.96225,0.155705,0.781532,1.36511,1.99823,3.43705,0.145529,2.80372,1.61304,1.95927,3.59779,1.52764,3.11478,1.52225,1.45307,1.96781,0.0868904,0.513333,2.80308,0.378817,0.0901198,2.87288,2.2568,2.19057,2.33528,1.07481,0.35118,3.60114
1.008,1.8482,1.71674,2.28891,1.43928,3.442,2.98705,2.34045,1.4818,0.390037,2.49536,1.86448,0.289696,3.40145,2.12435,3.13578,3.28693,1.50593,2.06253,3.28713,3.447,1.82994,6.04869,2.86876,0.210086,0.794831,1.31889,1.97055,3.41392,0.150203,2.77842,1.54677,1.90845,3.58491,1.5597,3.16066,1.49149,1.44716,1.94934,0.100212,0.569159,2.96225,0.394068,0.0907704,2.95051,2.30333,2.14673,2.36565,1.11854,0.360847,3.58745
1.01,1.85947,1.83075,2.32083,1.39128,3.56711,3.02609,2.32925,1.44909,0.41576,2.55223,1.90798,0.267963,3.41191,2.08438,3.10138,3.26737,1.46497,2.07335,3.30293,3.4205,1.79773,6.0171,2.78938,0.222652,0.873006,1.27398,1.98116,3.41219,0.144134,2.6582,1.53486,1.88407,3.54469,1.72269,3.19623,1.48719,1.43077,1.95927,0.114,0.593851,3.01453,0.432686,0.0885064,2.99924,2.35563,2.14148,2.32083,1.09706,0.318871,3.57925
1.012,1.85269,1.78033,2.34562,1.31638,3.5904,3.06501,2.29365,1.43077,0.427458,2.59483,1.91751,0.263387,3.40854,2.03155,3.11478,3.26341,1.48067,2.09916,3.35727,3.41331,1.82634,6.06404,2.68688,0.25055,0.889235,1.30183,1.96525,3.39042,0.131333,2.54475,1.52494,1.89014,3.52007,1.84504,3.20413,1.52251,1.41936,1.98646,0.105755,0.600067,3.02164,0.491534,0.0704918,2.97993,2.31111,2.11701,2.26353,1.2499,0.277796,3.60248
1.014,1.87695,1.7518,2.35778,1.27681,3.5998,3.08348,2.25343,1.42088,0.463712,2.56233,1.8894,0.258697,3.37483,2.03576,3.12114,3.21599,1.47034,2.0994,3.2476,3.375,1.79844,5.92133,2.65304,0.174966,0.901656,1.21763,1.95449,3.39855,0.1302,2.49536,1.52807,1.88353,3.446,1.80518,3.26943,1.53137,1.41868,1.9968,0.116667,0.595334,3.07949,0.56719,0.0658952,2.97531,2.1885,2.08109,2.1885,1.24194,0.229342,3.58518
1.016,1.90956,1.758,2.36337,1.26829,3.61261,3.11698,2.22804,1.41758,0.478857,2.53884,1.9029,0.238464,3.20413,2.03271,3.10326,3.25156,1.46478,2.12435,3.36963,3.29503,1.67542,5.98247,2.59483,0.157317,0.936854,1.16097,1.95729,3.39423,0.155705,2.40444,1.53215,1.88039,3.46129,1.83334,3.32269,1.60589,1.42198,1.9732,0.118,0.595508,3.06614,0.590168,0.0770492,2.92813,2.14744,2.0378,2.14208,1.27051,0.165471,3.53489
1.018,1.91486,1.81397,2.35389,1.24742,3.61792,3.14103,2.12014,1.36952,0.478095,2.4349,1.91221,0.209368,3.24474,2.04546,3.1409,3.23575,1.45842,2.13431,3.41219,3.2501,1.58351,5.79603,2.58901,0.146859,0.952135,1.19056,1.95331,3.39901,0.209368,2.36556,1.54235,1.88574,3.47405,1.84543,3.38922,1.83984,1.42308,1.96677,0.120282,0.581525,3.06261,0.672298,0.088,2.84825,2.24058,2.0087,2.14148,1.25692,0.165577,3.56124
