time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,-5.80821e-05,0.02,0,0.01,0,0.000133342,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00649577,-5.67257e-05,0,0,0.02,0.02,0,0,0.01,0,0.02
1.002,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,-7.45127e-05,0.02,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00593333,-7.69451e-05,0,0,0.02,0.02,0,0,0.01,0,0.02
1.004,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,-0.000103477,0.02,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00606667,-0.000110804,0,0,0.02,0.02,0,0,0.01,0,0.02
1.006,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,6.68978e-06,0,0,0.01,0.01,0.01,0,0,0.02,-0.000100251,0.02,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00646667,-0.000117341,0,0,0.02,0.02,0,0,0.01,0,0.02
1.008,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000810668,0,0,0.01,0.01,0.01,0,0,0.02,-8.65067e-05,0.02,0,0.0100308,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00593407,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.01,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000996885,0,0,0.01,0.01,0.01,0,0,0.02,-8.53541e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00569083,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.012,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.0018,0,0,0.01,0.01,0.01,0,0,0.02,-9.43388e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00546512,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.014,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00228155,0,0,0.01,0.01,0.01,0,0,0.02,-0.000108173,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00483592,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.016,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00206667,0,0,0.01,0.01,0.01,0,0,0.02,-0.000108446,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00453488,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.018,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00286408,0,0,0.01,0.01,0.01,0,0,0.02,-0.000117341,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00444859,7.30863e-05,0,0,0.02,0.02,0,0,0.01,0,0.02
1.02,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00237397,0,0,0.01,0.01,0.01,0,0,0.02,-0.000194141,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.0042623,3.63985e-05,0,0,0.02,0.02,0,0,0.01,0,0.02
1.022,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00172441,0,0,0.01,0.01,0.01,0,0,0.02,-0.000215035,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00428712,1.82448e-05,0,0,0.02,0.02,0,0,0.01,0,0.02
1.024,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00276699,0,0,0.01,0.01,0.01,0,0,0.02,-0.00062461,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00433333,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.026,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00252031,0,0,0.01,0.01,0.01,0,0,0.02,-0.000851647,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00406977,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.028,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00237864,0,0,0.01,0.01,0.01,0,0,0.02,-0.00079797,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00383495,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.03,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00153614,0,0,0.01,0.01,0.01,0,0,0.02,-0.000516617,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00360465,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.032,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.00069324,0,0,0.01,0.01,0.01,0,0,0.02,-0.000237671,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00303791,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.034,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000783006,0,0,0.01,0.01,0.01,0,0,0.02,-0.000110804,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00296117,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.036,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000734673,0,0,0.01,0.01,0.01,0,0,0.02,-8.65067e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00313953,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.038,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000708939,0,0,0.01,0.01,0.01,0,0,0.0193548,-7.45127e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00366667,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.04,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000620848,0,0,0.01,0.01,0.01,0,0,0.0189422,-7.16784e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00396825,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.042,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000500805,0,0,0.01,0.01,0.01,0,0,0.02,-6.47137e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00414774,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.044,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000357321,0,0,0.01,0.01,0.01,0,0,0.02,-5.67257e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00441748,0,0,0,0.02,0.02,0,0,0.01,0,0.02
1.046,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000234017,0,0,0.01,0.01,0.01,0,0,0.02,-3.07513e-05,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00537886,0,0,0,0.02,0.02,0,0.000133342,0.01,0,0.02
1.048,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,8.76229e-06,0,0,0.01,0.01,0.01,0,0,0.02,-3.11511e-06,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.00553333,0,0,0,0.02,0.02,0,0.00141349,0.01,0,0.02
1.05,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.0062226,0,0,0,0.02,0.02,0,0.00218447,0.01,0,0.02
1.052,0,0,0.01,0,0,0.000133342,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.00999442,0,0.01,0,0.02,0.02,0.01,0.01,0,0,0.01,0,0.0073732,0,0,0,0.02,0.02,0,0.00286667,0.01,0,0.02
1.054,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.00996753,0,0.01,0,0.02,0.0199829,0.01,0.01,0,0,0.01,0,0.0081068,0,0,0,0.02,0.02,0,0.00353333,0.01,0,0.0166166
1.056,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.00998294,0,0.01,0,0.02,0.019943,0.01,0.01,0,0,0.01,0,0.00900312,0,0,0,0.02,0.02,0,0.00351648,0.01,0,0.0133017
1.058,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0184449,0.01,0.01,0,0,0.01,0,0.00961869,0,0,0,0.02,0.02,0,0.00393443,0.01,0,0.0126205
1.06,0,0,0.01,0,0,0,0.01,0.02,0.02,0.0100087,0,0,0,0.01,0.01,0.01,0,0,0.0205051,0,0.02,0,0.02,0,0,0,0,0.00999598,0,0.01,0,0.02,0.015917,0.01,0.01,0,0,0.01,0,0.00988371,0,0,0,0.02,0.02,0,0.00420089,0.01,0,0.0112863
1.062,0,0,0.01,0,0,0,0.01,0.02,0.02,0.0100702,0,0,0,0.01,0.01,0.01,0,0,0.0202214,0,0.02,0,0.02,0,0,0,0,0.00999795,0,0.01,0,0.02,0.014898,0.01,0.01,0,0,0.01,0,0.00996931,0,0,0,0.02,0.02,0,0.00452807,0.01,0,0.010848
1.064,0,0,0.01,0,0,0,0.01,0.02,0.02,0.0101173,0,0,0,0.01,0.01,0.01,0,0,0.0200467,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0172696,0.01,0.01,0,0,0.01,0,0.00998294,0,0,0,0.02,0.02,0,0.00526667,0.01,0,0.0108257
1.066,0,0,0.01,0,0,0,0.01,0.02,0.02,0.0100448,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0169478,0.01,0.01,0,0,0.01,0,0.00998748,0,0,0,0.02,0.02,0,0.00558252,0.01,0,0.0106231
1.068,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0193308,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.00596126,0.01,0,0.0101549
1.07,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0199099,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.0058,0.01,0,0.010122
1.072,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0199765,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.00529752,0.01,0,0.0101084
1.074,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0193966,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.00491803,0.01,0,0.0100832
1.076,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,5.74576e-06,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0173899,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.00459016,0.01,0,0.0100208
1.078,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.02,0,0,0,0,0.01,0,0.01,0,0.02,0.0160941,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.0044676,0.01,0,0.01
1.08,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0.000133342,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0.0193548,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.0042,0.01,0,0.01
1.082,0,0,0.01,0,0,0,0.01,0.02,0.02,0.01,0,0,0,0.01,0.01,0.01,0,0,0.02,0,0.02,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0.0142327,0.01,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0.02,0,0.00393204,0.01,0,0.01
