time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,1.90232,7.8348,1.57164,1.71679,6.15801,2.30242,1.28972,3.62448,1.60274,0.947929,6.49119,1.52353,1.74211,1.04034,1.93025,1.35035,1.87121,2.1111,4.04368,5.32414,1.59608,4.72498,2.01966,4.73715,7.53473,1.39136,1.72033,9.48098,1.72516,2.77995,1.27177,3.64943,1.82945,2.52137,4.08606,0.32198,2.45729,2.32303,4.03984,6.44121,1.32711,1.64698,0.430646,5.78369,2.12635,1.51389,3.73069,0.889874,1.46855,4.96316
1.002,1.95415,7.89944,1.58667,1.72693,6.07816,2.32303,1.3219,3.6014,1.63563,0.932143,6.5341,1.49,1.75214,0.932816,1.87233,1.33122,1.92138,2.1403,4.08442,5.30899,1.55786,4.81249,1.93049,4.70787,7.53654,1.39677,1.67469,9.49948,1.69948,2.8267,1.27234,3.64385,1.88088,2.61895,3.82924,0.319281,2.42422,2.32306,4.15076,6.38714,1.28071,1.60929,0.460139,5.77901,2.17986,1.52982,3.88453,0.861818,1.47843,5.09607
1.004,1.94006,7.95116,1.57833,1.73005,6.05044,2.32435,1.335,3.56939,1.68916,0.991735,6.53742,1.48195,1.82793,0.834684,1.83294,1.29308,1.9521,2.16429,4.10858,5.30028,1.54898,4.83018,1.88205,4.62322,7.61337,1.40568,1.62952,9.50201,1.69203,2.90135,1.25406,3.59673,1.83957,2.62787,3.5882,0.307585,2.39427,2.33353,4.09958,6.33654,1.23278,1.58087,0.49449,5.80814,2.21583,1.4867,3.97126,0.80659,1.50833,5.23106
1.006,1.97905,7.88071,1.59608,1.75661,5.98233,2.30758,1.32825,3.52041,1.73502,1.04587,6.55502,1.4931,1.86636,0.812762,1.77907,1.2798,1.96304,2.20511,4.00655,5.28393,1.48613,4.84008,1.77223,4.61023,7.64154,1.41389,1.56978,9.50566,1.695,2.94115,1.22857,3.56202,1.82984,2.65536,3.32134,0.307889,2.36149,2.33839,4.22885,6.297,1.22408,1.6003,0.453247,5.81933,2.26465,1.5197,3.88412,0.766465,1.52657,5.38343
1.008,2.00891,7.80819,1.607,1.78591,5.902,2.32579,1.32865,3.4561,1.82413,1.03422,6.53497,1.42298,1.8847,0.797174,1.70684,1.28877,1.9914,2.21387,3.95367,5.2797,1.45132,4.88101,1.73485,4.53232,7.65835,1.43939,1.51651,9.50824,1.68335,2.98816,1.21663,3.52219,1.84575,2.77045,3.12813,0.321575,2.3795,2.34115,4.23355,6.22444,1.22618,1.60719,0.452143,5.72694,2.29374,1.5314,3.87235,0.747556,1.565,5.44357
1.01,2.06855,7.26903,1.58333,1.85673,5.8315,2.34869,1.33786,3.38455,1.89688,1.07687,6.53076,1.38,1.96358,0.786026,1.63351,1.28472,2.00022,2.24316,3.87869,5.29396,1.42533,4.86616,1.66974,4.35015,7.71526,1.453,1.42369,9.5092,1.68223,3.09313,1.21753,3.52049,1.83793,2.81807,2.92324,0.312844,2.38926,2.31257,4.24824,6.20682,1.22674,1.57947,0.421363,5.66581,2.22731,1.6003,3.81027,0.714348,1.56155,5.52282
1.012,2.10609,7.25462,1.60954,1.88877,5.654,2.36593,1.31026,3.235,1.93631,1.08736,6.5232,1.34989,2.00207,0.790403,1.61181,1.2731,2.0511,2.22477,3.73353,5.31393,1.39677,4.87413,1.65318,4.16346,7.75611,1.42244,1.34806,9.50822,1.67646,3.16281,1.17958,3.46665,1.81854,2.83075,2.77329,0.324614,2.39017,2.31624,4.26681,6.21795,1.17865,1.60274,0.394983,5.68636,2.18357,1.57719,3.71368,0.742667,1.59464,5.63381
1.014,2.10643,7.14793,1.59938,1.91122,5.49512,2.35061,1.30104,3.126,1.96304,1.09643,6.51233,1.31914,2.0376,0.769565,1.54079,1.27656,2.03998,2.24938,3.63887,5.31629,1.40424,4.87691,1.6337,4.12511,7.85654,1.43995,1.31211,9.50505,1.63351,3.22643,1.15446,3.45672,1.79237,2.8728,2.57528,0.349126,2.3892,2.30365,4.1712,6.26164,1.16172,1.61764,0.431264,5.592,2.12307,1.60891,3.66692,0.779368,1.60675,5.71798
1.016,2.14029,7.0212,1.5314,1.94608,5.45899,2.35353,1.33122,2.92062,1.99971,1.10181,6.52212,1.29237,2.02378,0.80659,1.4917,1.28244,2.03888,2.26894,3.53231,5.30755,1.39167,4.86162,1.62237,4.12128,7.88071,1.47224,1.23832,9.49776,1.61899,3.33401,1.1617,3.43865,1.75641,2.88585,2.44273,0.323907,2.42442,2.29835,4.04368,6.28372,1.13833,1.64586,0.479445,5.5919,2.0844,1.61221,3.52049,0.802273,1.62035,5.79867
1.018,2.14649,6.96038,1.55057,1.96939,5.4406,2.34787,1.3265,2.78059,1.99701,1.13984,6.51433,1.27331,2.06745,0.813717,1.48035,1.30649,2.02081,2.2681,3.41505,5.27079,1.37906,4.84046,1.55315,4.11049,7.9253,1.49577,1.23742,9.48602,1.62793,3.49747,1.17109,3.4656,1.72287,2.86951,2.38287,0.35062,2.4449,2.29702,3.99631,6.31654,1.12098,1.69859,0.503055,5.61726,2.04637,1.60995,3.35999,0.771517,1.62424,5.84661
