time,surrogate_000,surrogate_001,surrogate_002,surrogate_003,surrogate_004,surrogate_005,surrogate_006,surrogate_007,surrogate_008,surrogate_009,surrogate_010,surrogate_011,surrogate_012,surrogate_013,surrogate_014,surrogate_015,surrogate_016,surrogate_017,surrogate_018,surrogate_019,surrogate_020,surrogate_021,surrogate_022,surrogate_023,surrogate_024,surrogate_025,surrogate_026,surrogate_027,surrogate_028,surrogate_029,surrogate_030,surrogate_031,surrogate_032,surrogate_033,surrogate_034,surrogate_035,surrogate_036,surrogate_037,surrogate_038,surrogate_039,surrogate_040,surrogate_041,surrogate_042,surrogate_043,surrogate_044,surrogate_045,surrogate_046,surrogate_047,surrogate_048,surrogate_049
1,1.67072,2.89493,2.08343,1.07119,4.72581,1.96761,3.6067,4.06591,1.76562,0.97123,4.1151,0.036568,0.12026,3.60614,6.21813,1.24234,4.37528,0.47517,3.84695,4.33951,1.02077,3.42395,2.32208,0.0496042,2.04621,4.1151,1.05771,3.7999,2.28417,4.1902,4.5704,3.60593,1.65614,0.914212,0.687484,3.16861,1.30543,3.64313,5.71741,4.25292,2.94523,1.17411,2.40317,4.53427,3.38727,1.25766,1.28455,0.524943,3.96329,5.46523
1.002,1.64726,2.91054,2.02468,1.01538,4.68519,1.9264,3.60284,4.09784,1.66279,0.974625,4.0575,0.0246258,0.143892,3.64168,6.04403,1.21656,4.36508,0.515345,3.85662,4.268,0.993591,3.31962,2.41897,0.0558299,2.08877,4.14824,1.07728,3.69422,2.35811,4.10085,4.54814,3.57452,1.69424,0.879475,0.669432,3.07562,1.11963,3.644,5.88689,4.24836,3.00258,1.15476,2.36286,4.52169,3.38332,1.24999,1.40316,0.515541,4.00448,5.45568
1.004,1.63111,2.93778,1.95311,0.962873,4.68685,1.867,3.62959,4.09058,1.65562,0.98253,4.06946,0.022699,0.179893,3.64806,6.01714,1.20422,4.41597,0.539918,3.89547,4.25578,0.979048,3.21627,2.47147,0.060053,2.12113,4.19716,1.06256,3.59635,2.38914,4.04225,4.50679,3.53832,1.74831,0.814778,0.655837,3.01333,0.997159,3.62,5.97714,4.24111,3.04384,1.16279,2.32471,4.52478,3.37262,1.28069,1.50158,0.542057,4.02107,5.39939
1.006,1.62119,2.97396,1.86679,0.993591,4.68396,1.83481,3.59144,4.10894,1.67497,0.99063,4.04527,0.0410192,0.227377,3.59464,6.025,1.23411,4.3773,0.599873,3.97491,4.20337,0.976512,3.19688,2.57178,0.0526667,2.15466,4.22353,1.05634,3.57183,2.44367,3.91716,4.48226,3.48995,1.78631,0.753871,0.616876,2.95983,0.931475,3.60404,6.34692,4.23859,3.00263,1.15906,2.37807,4.57657,3.44544,1.32119,1.61975,0.558125,4.04655,5.38872
1.008,1.62121,3.0213,1.70641,0.998989,4.56992,1.77937,3.59294,4.1373,1.68966,0.972194,4.02765,0.0301523,0.240492,3.59714,6.00158,1.2175,4.41929,0.63545,3.98545,4.18758,0.962903,3.11432,2.60186,0.0440329,2.2279,4.268,0.992588,3.55034,2.44169,3.78586,4.43258,3.478,1.95133,0.721613,0.609718,2.9177,0.843934,3.65497,6.62202,4.18758,3.02335,1.15957,2.42592,4.71278,3.518,1.3022,1.76423,0.608214,4.12344,5.43874
1.01,1.65731,3.04707,1.62007,0.99325,4.56085,1.67893,3.54191,4.07233,1.70602,0.980098,4.02575,0.0340767,0.286,3.60122,5.96816,1.22618,4.37153,0.712623,4.03568,4.1373,0.91483,3.04893,2.59513,0.0575243,2.29338,4.33815,0.980098,3.5475,2.46078,3.69422,4.34904,3.42416,1.93079,0.671556,0.57967,2.84846,0.749486,3.68797,6.62962,4.16517,3.04932,1.17599,2.46075,4.82105,3.56286,1.28447,1.96434,0.599576,4.18667,5.4465
1.012,1.6646,3.08645,1.57395,0.99063,4.52169,1.63918,3.49253,4.05144,1.75714,0.960608,4.03066,0.0326068,0.326889,3.60173,5.88901,1.23396,4.33708,0.775269,4.05407,4.07909,0.856705,3.01592,2.64316,0.0868351,2.38818,4.41597,0.968136,3.53382,2.41622,3.596,4.25944,3.35625,1.98488,0.644721,0.517715,2.78269,0.718219,3.756,6.6588,4.09898,3.02739,1.15251,2.54,5.08161,3.61841,1.23468,2.07486,0.601191,4.235,5.48525
1.014,1.74831,3.11432,1.54849,1.00847,4.44504,1.61266,3.46185,3.95345,1.87812,0.937667,4.05542,0.0323375,0.350002,3.59194,5.87904,1.26006,4.28073,0.8525,4.09324,4.02689,0.848466,3.00828,2.61714,0.095198,2.43393,4.54333,0.941342,3.49237,2.31094,3.42516,4.20322,3.29465,2.05778,0.665966,0.47376,2.65285,0.673279,3.78023,6.66803,4.06591,3.04478,1.13289,2.69726,5.17481,3.724,1.18361,2.18286,0.617841,4.3449,5.52037
1.016,1.92148,3.03029,1.38933,0.994705,4.3588,1.53964,3.39789,3.83002,1.96434,0.8735,4.10761,0.0408351,0.368627,3.596,5.92443,1.29144,4.24781,0.997159,4.16878,3.96793,0.809886,2.94523,2.61489,0.121243,2.51281,4.64418,0.93142,3.50306,2.23881,3.27728,4.12697,3.28885,2.04977,0.711085,0.450284,2.54715,0.623383,3.78998,6.67033,4.0185,2.98322,1.14584,2.87813,5.34283,3.89349,1.08345,2.30844,0.56642,4.40831,5.50889
1.018,1.98355,2.95742,1.2984,1.00342,4.3284,1.48223,3.3353,3.72567,2.03152,0.766267,4.10894,0.0336086,0.370132,3.60571,5.98841,1.35653,4.21414,1.08278,4.2604,3.91,0.793598,2.95127,2.54481,0.111888,2.58924,4.75958,0.927313,3.477,2.13933,3.08671,4.07407,3.33166,2.11451,0.755112,0.438423,2.45974,0.616193,3.7882,6.61104,3.94137,2.91798,1.16291,3.00258,5.45582,4.00223,1.00342,2.41687,0.542159,4.55488,5.54889
